Masked Sentence,Actual,1_Prediction,2_Prediction,3_Prediction,4_Prediction,5_Prediction
"Which is longer, and thus has more [MASK], blind rivetting tool or Peça Cilíndrica Rosqueada
",length,flexible,efficient,powerful,specialized,complicated
"Which is longer, and thus has more [MASK], blind rivetting tool or Personal Composite Instrument
",length,flexible,efficient,reliable,convenient,specialized
"Which is longer, and thus has more [MASK], blind rivetting tool or Pin for Hat
",length,flexible,efficient,convenient,powerful,complicated
"Which is longer, and thus has more [MASK], blind rivetting tool or plug and feather
",length,flexible,reliable,efficient,convenient,powerful
"Which is longer, and thus has more [MASK], blind rivetting tool or Pointed Bone Tool
",length,flexible,efficient,complicated,powerful,robust
"Which is longer, and thus has more [MASK], blind rivetting tool or Press cake breakers
",length,flexible,efficient,reliable,complicated,powerful
"Which is longer, and thus has more [MASK], blind rivetting tool or push button applicator
",length,flexible,efficient,powerful,sophisticated,robust
"Which is longer, and thus has more [MASK], blind rivetting tool or Rock Abrasion Tool
",length,flexible,efficient,powerful,reliable,complicated
"Which is longer, and thus has more [MASK], blind rivetting tool or Roda de Polir
",length,flexible,efficient,powerful,sophisticated,complicated
"Which is longer, and thus has more [MASK], blind rivetting tool or roll smoke trouble
",length,flexible,efficient,reliable,powerful,effective
"Which is longer, and thus has more [MASK], blind rivetting tool or Rolo de Correia
",length,flexible,efficient,complicated,powerful,specialized
"Which is longer, and thus has more [MASK], blind rivetting tool or rotary printing press
",length,flexible,efficient,reliable,convenient,compact
"Which is longer, and thus has more [MASK], blind rivetting tool or Search and Rescue Transponder
",length,flexible,efficient,reliable,powerful,robust
"Which is longer, and thus has more [MASK], blind rivetting tool or Serra de Arco
",length,flexible,efficient,powerful,complicated,specialized
"Which is longer, and thus has more [MASK], blind rivetting tool or Set of Calligraphers' Tools
",length,flexible,complicated,efficient,sophisticated,powerful
"Which is longer, and thus has more [MASK], blind rivetting tool or Set of Engraver's Tools
",length,flexible,complicated,powerful,expensive,sophisticated
"Which is longer, and thus has more [MASK], blind rivetting tool or Small bag of tool ends of iron
",length,flexible,convenient,efficient,expensive,complicated
"Which is longer, and thus has more [MASK], blind rivetting tool or Soquete de Pedreiro
",length,flexible,efficient,specialized,complicated,powerful
"Which is longer, and thus has more [MASK], blind rivetting tool or stainless steel soap
",length,flexible,efficient,expensive,lightweight,reliable
"Which is longer, and thus has more [MASK], blind rivetting tool or Straw Splitting Tool
",length,flexible,efficient,complicated,convenient,powerful
"Which is longer, and thus has more [MASK], blind rivetting tool or Talus or Die
",length,flexible,powerful,efficient,reliable,specialized
"Which is longer, and thus has more [MASK], blind rivetting tool or Tap and die
",length,flexible,efficient,complicated,convenient,reliable
"Which is longer, and thus has more [MASK], blind rivetting tool or Taper insertion pin
",length,flexible,efficient,convenient,reliable,complicated
"Which is longer, and thus has more [MASK], blind rivetting tool or test pliers hull
",length,flexible,efficient,reliable,complicated,sophisticated
"Which is longer, and thus has more [MASK], blind rivetting tool or textile arts tool
",length,flexible,efficient,specialized,complicated,sophisticated
"Which is longer, and thus has more [MASK], blind rivetting tool or The Wine Aroma Wheel
",length,flexible,efficient,powerful,reliable,convenient
"Which is longer, and thus has more [MASK], blind rivetting tool or thread die holder
",length,flexible,efficient,reliable,convenient,complicated
"Which is longer, and thus has more [MASK], blind rivetting tool or Thumb Rest of a Spear Thrower
",length,flexible,powerful,efficient,complicated,convenient
"Which is longer, and thus has more [MASK], blind rivetting tool or tick removal tool
",length,flexible,efficient,specialized,complicated,reliable
"Which is longer, and thus has more [MASK], blind rivetting tool or Tool Used to Illustrate Woodcutting
",length,flexible,efficient,powerful,complicated,reliable
"Which is longer, and thus has more [MASK], blind rivetting tool or Tool Used to Illustrate Woodcutting:  Registration Frame
",length,flexible,efficient,complicated,powerful,convenient
"Which is longer, and thus has more [MASK], blind rivetting tool or Tools Used to Illustrate Woodcutting
",length,flexible,efficient,powerful,complicated,reliable
"Which is longer, and thus has more [MASK], blind rivetting tool or Torno de Precisão
",length,flexible,efficient,powerful,specialized,complicated
"Which is longer, and thus has more [MASK], blind rivetting tool or triple-square screw drive
",length,flexible,powerful,efficient,complicated,compact
"Which is longer, and thus has more [MASK], blind rivetting tool or United Nations Guiding Principles on Business and Human Rights
",length,flexible,efficient,sophisticated,powerful,specialized
"Which is longer, and thus has more [MASK], blind rivetting tool or Weight in the Form of a Bull or Cow
",length,flexible,efficient,powerful,convenient,reliable
"Which is longer, and thus has more [MASK], blind rivetting tool or Weight in the Form of a Hippopotamus Head
",length,flexible,specialized,powerful,efficient,robust
"Which is longer, and thus has more [MASK], blind rivetting tool or Weight in the Form of a Lion
",length,flexible,efficient,powerful,complicated,specialized
"Which is longer, and thus has more [MASK], blind rivetting tool or Wire rope hoist
",length,flexible,powerful,efficient,reliable,complicated
"Which is longer, and thus has more [MASK], blind rivetting tool or Wooden Writing Tool
",length,flexible,efficient,powerful,complicated,convenient
"Which is longer, and thus has more [MASK], Bone Awl with Beaded Case or 90-45-45 set square
",length,rounded,compact,complicated,dense,square
"Which is longer, and thus has more [MASK], Bone Awl with Beaded Case or Apollo Lunar Surface Drill
",length,dense,pronounced,slender,curved,robust
"Which is longer, and thus has more [MASK], Bone Awl with Beaded Case or Arco de Pua com Catraca
",length,dense,narrow,pronounced,spacious,slender
"Which is longer, and thus has more [MASK], Bone Awl with Beaded Case or Arco de Serra
",length,dense,pronounced,narrow,spacious,frequent
"Which is longer, and thus has more [MASK], Bone Awl with Beaded Case or blind rivetting tool
",length,flexible,efficient,robust,complicated,flexibility
"Which is longer, and thus has more [MASK], Bone Awl with Beaded Case or bow saw blade
",length,slender,curved,flexible,powerful,robust
"Which is longer, and thus has more [MASK], Bone Awl with Beaded Case or Box of Architectural Instruments
",length,dense,flexible,pronounced,efficient,complicated
"Which is longer, and thus has more [MASK], Bone Awl with Beaded Case or Brace and Bit
",length,dense,pronounced,flexibility,slender,robust
"Which is longer, and thus has more [MASK], Bone Awl with Beaded Case or Broca de Púa
",length,dense,pronounced,narrow,slender,frequent
"Which is longer, and thus has more [MASK], Bone Awl with Beaded Case or Bronze cylindrical tool hande
",length,curved,flexible,slender,robust,rounded
"Which is longer, and thus has more [MASK], Bone Awl with Beaded Case or business management tools
",length,flexibility,efficient,flexible,sophisticated,robust
"Which is longer, and thus has more [MASK], Bone Awl with Beaded Case or Case for Chopstick and Knife Kit -Souvenir Trade
",length,colorful,elaborate,dense,fun,detailed
"Which is longer, and thus has more [MASK], Bone Awl with Beaded Case or Case for Kit with Chopsticks and Knife - Souvenir Trade
",length,colorful,elaborate,decorative,ornate,fun
"Which is longer, and thus has more [MASK], Bone Awl with Beaded Case or Catraca de Furar
",length,dense,pronounced,slender,frequent,narrow
"Which is longer, and thus has more [MASK], Bone Awl with Beaded Case or Champagne bottle opener
",length,efficient,flexible,flexibility,compact,expensive
"Which is longer, and thus has more [MASK], Bone Awl with Beaded Case or Chave de Boca
",length,pronounced,dense,flexibility,narrow,rounded
"Which is longer, and thus has more [MASK], Bone Awl with Beaded Case or Chave de Estiva
",length,dense,pronounced,slender,rounded,variety
"Which is longer, and thus has more [MASK], Bone Awl with Beaded Case or Chave de Fenda
",length,dense,pronounced,narrow,slender,variation
"Which is longer, and thus has more [MASK], Bone Awl with Beaded Case or Chave de Mandril
",length,dense,pronounced,narrow,slender,curved
"Which is longer, and thus has more [MASK], Bone Awl with Beaded Case or Chave de Porca
",length,narrow,dense,pronounced,slender,steep
"Which is longer, and thus has more [MASK], Bone Awl with Beaded Case or Chave de Vela
",length,dense,pronounced,narrow,slender,vertical
"Which is longer, and thus has more [MASK], Bone Awl with Beaded Case or Chave para Porca
",length,dense,pronounced,slender,rounded,narrow
"Which is longer, and thus has more [MASK], Bone Awl with Beaded Case or Chave para Porcas
",length,dense,pronounced,slender,rounded,narrow
"Which is longer, and thus has more [MASK], Bone Awl with Beaded Case or Chopstick and Knife Kit -Souvenir Trade
",length,colorful,elaborate,dense,fun,ornate
"Which is longer, and thus has more [MASK], Bone Awl with Beaded Case or Chopstick for Chopstick and Knife Kit -Souvenir Trade
",length,colorful,elaborate,dense,flexible,fun
"Which is longer, and thus has more [MASK], Bone Awl with Beaded Case or Chopstick for Kit with Chopsticks and Knife - Souvenir Trade
",length,colorful,elaborate,flexible,ornate,decorative
"Which is longer, and thus has more [MASK], Bone Awl with Beaded Case or combs in Basque mythology
",length,elaborate,detailed,ornate,colorful,complicated
"Which is longer, and thus has more [MASK], Bone Awl with Beaded Case or data processors and accessories
",length,efficient,robust,compact,expensive,flexible
"Which is longer, and thus has more [MASK], Bone Awl with Beaded Case or dead blow hammer
",length,powerful,pronounced,flexible,robust,curved
"Which is longer, and thus has more [MASK], Bone Awl with Beaded Case or digital media use and mental health
",length,complicated,accessible,effective,flexibility,frequent
"Which is longer, and thus has more [MASK], Bone Awl with Beaded Case or Dividers with Regulator
",length,flexibility,efficient,flexible,complicated,robust
"Which is longer, and thus has more [MASK], Bone Awl with Beaded Case or Duck-Billed Axe Head
",length,robust,pronounced,slender,dense,curved
"Which is longer, and thus has more [MASK], Bone Awl with Beaded Case or Ekahau Site Survey
",length,dense,pronounced,narrow,frequent,vertical
