,Masked Sentence,Prediction
2225,"Which is longer, and thus has more [MASK], Chave de Mandril or Arco de Pua com Catraca
","inhabitants, streets, tributaries, beaches, branches"
2226,"Which is longer, and thus has more [MASK], Chave de Mandril or Arco de Serra
","inhabitants, streets, tributaries, beaches, branches"
2227,"Which is longer, and thus has more [MASK], Chave de Mandril or blind rivetting tool
","flexibility, flexible, complicated, efficient, depth"
2228,"Which is longer, and thus has more [MASK], Chave de Mandril or Bone Awl with Beaded Case
","holes, edges, curves, flexibility, depth"
2229,"Which is longer, and thus has more [MASK], Chave de Mandril or bow saw blade
","flexibility, slender, blade, claws, curved"
2230,"Which is longer, and thus has more [MASK], Chave de Mandril or Box of Architectural Instruments
","flexibility, dimensions, depth, difficulty, curves"
2231,"Which is longer, and thus has more [MASK], Chave de Mandril or Brace and Bit
","curves, twists, difficulty, branches, bends"
2232,"Which is longer, and thus has more [MASK], Chave de Mandril or Broca de Púa
","inhabitants, tributaries, branches, streets, beaches"
2233,"Which is longer, and thus has more [MASK], Chave de Mandril or Bronze cylindrical tool hande
","flexibility, diameter, tools, handles, slender"
2234,"Which is longer, and thus has more [MASK], Chave de Mandril or business management tools
","flexibility, options, functionality, complexity, efficient"
2235,"Which is longer, and thus has more [MASK], Chave de Mandril or Case for Chopstick and Knife Kit -Souvenir Trade
","options, accessories, flexibility, difficulty, variety"
2236,"Which is longer, and thus has more [MASK], Chave de Mandril or Case for Kit with Chopsticks and Knife - Souvenir Trade
","accessories, options, decoration, flexibility, variety"
2237,"Which is longer, and thus has more [MASK], Chave de Mandril or Catraca de Furar
","inhabitants, tributaries, beaches, branches, names"
2238,"Which is longer, and thus has more [MASK], Chave de Mandril or Champagne bottle opener
","flexibility, options, expensive, barrels, diameter"
2239,"Which is longer, and thus has more [MASK], Chave de Mandril or Chave de Boca
","curves, names, tributaries, edges, branches"
2240,"Which is longer, and thus has more [MASK], Chave de Mandril or Chave de Estiva
","inhabitants, branches, tributaries, names, curves"
2241,"Which is longer, and thus has more [MASK], Chave de Mandril or Chave de Fenda
","tributaries, names, curves, inhabitants, branches"
2242,"Which is longer, and thus has more [MASK], Chave de Mandril or Chave de Porca
","tributaries, inhabitants, streets, branches, slopes"
2243,"Which is longer, and thus has more [MASK], Chave de Mandril or Chave de Vela
","curves, tributaries, inhabitants, branches, names"
2244,"Which is longer, and thus has more [MASK], Chave de Mandril or Chave para Porca
","tributaries, slopes, inhabitants, branches, difficulty"
2245,"Which is longer, and thus has more [MASK], Chave de Mandril or Chave para Porcas
","tributaries, branches, inhabitants, slopes, difficulty"
2246,"Which is longer, and thus has more [MASK], Chave de Mandril or Chopstick and Knife Kit -Souvenir Trade
","accessories, options, layers, holes, pages"
2247,"Which is longer, and thus has more [MASK], Chave de Mandril or Chopstick for Chopstick and Knife Kit -Souvenir Trade
","options, accessories, holes, flexibility, dimensions"
2248,"Which is longer, and thus has more [MASK], Chave de Mandril or Chopstick for Kit with Chopsticks and Knife - Souvenir Trade
","accessories, options, flexibility, decoration, holes"
2249,"Which is longer, and thus has more [MASK], Chave de Mandril or combs in Basque mythology
","hair, horns, branches, ornaments, feathers"
2250,"Which is longer, and thus has more [MASK], Chave de Mandril or data processors and accessories
","processors, expensive, accessories, modules, powerful"
2251,"Which is longer, and thus has more [MASK], Chave de Mandril or dead blow hammer
","holes, sound, flexibility, difficulty, options"
2252,"Which is longer, and thus has more [MASK], Chave de Mandril or digital media use and mental health
","relevance, information, flexibility, content, coverage"
2253,"Which is longer, and thus has more [MASK], Chave de Mandril or Dividers with Regulator
","flexibility, dimensions, curves, edges, possibilities"
2254,"Which is longer, and thus has more [MASK], Chave de Mandril or Duck-Billed Axe Head
","flexibility, edges, curves, symmetry, holes"
2255,"Which is longer, and thus has more [MASK], Chave de Mandril or Ekahau Site Survey
","depth, curves, difficulty, flexibility, possibilities"
2256,"Which is longer, and thus has more [MASK], Chave de Mandril or electric planer manual
","horsepower, power, flexibility, torque, traction"
2257,"Which is longer, and thus has more [MASK], Chave de Mandril or electric steam iron
","power, horsepower, steam, traction, propulsion"
2258,"Which is longer, and thus has more [MASK], Chave de Mandril or Espátula de Vidraceiro
","beaches, inhabitants, tributaries, branches, streets"
2259,"Which is longer, and thus has more [MASK], Chave de Mandril or Esperanto learning tool
","flexibility, complexity, depth, vocabulary, difficulty"
2260,"Which is longer, and thus has more [MASK], Chave de Mandril or Essen-Frohnhausen antler device
","curves, flexibility, horns, variation, dimensions"
2261,"Which is longer, and thus has more [MASK], Chave de Mandril or Fio de Aço
","inhabitants, tributaries, names, streets, branches"
2262,"Which is longer, and thus has more [MASK], Chave de Mandril or Fio de Latão
","inhabitants, tributaries, names, branches, streets"
2263,"Which is longer, and thus has more [MASK], Chave de Mandril or fire hose protection ramp
","protection, efficient, flexibility, power, safety"
2264,"Which is longer, and thus has more [MASK], Chave de Mandril or Flash memory emulator
","memory, powerful, flexibility, expensive, efficient"
2265,"Which is longer, and thus has more [MASK], Chave de Mandril or Flint in the Form of a Bird
","flexibility, difficulty, depth, edges, variation"
2266,"Which is longer, and thus has more [MASK], Chave de Mandril or Fly Casting Analyzer
","flexibility, power, complexity, difficulty, depth"
2267,"Which is longer, and thus has more [MASK], Chave de Mandril or Fly fishing tackle
","fish, boats, fishing, depth, fins"
2268,"Which is longer, and thus has more [MASK], Chave de Mandril or Four-die forging device
","flexibility, flexible, diameter, expensive, complicated"
2269,"Which is longer, and thus has more [MASK], Chave de Mandril or Fresa com Eixo
","inhabitants, branches, names, streets, tributaries"
2270,"Which is longer, and thus has more [MASK], Chave de Mandril or Fur skin hammer
","flexibility, hair, skin, layers, fur"
2271,"Which is longer, and thus has more [MASK], Chave de Mandril or Gargoyle Series No. 1: The Gargoyle and His Quarry, Notre Dame
","variation, variations, twists, bells, variety"
2272,"Which is longer, and thus has more [MASK], Chave de Mandril or Grampo de Barra de Aço Ou Sargento
","streets, inhabitants, tributaries, names, difficulty"
2273,"Which is longer, and thus has more [MASK], Chave de Mandril or Grampo de Barra Ou Sargento
","difficulty, inhabitants, names, streets, variation"
2274,"Which is longer, and thus has more [MASK], Chave de Mandril or Hacksaw with Blade
","flexibility, curves, edges, difficulty, variation"
2275,"Which is longer, and thus has more [MASK], Chave de Mandril or Hand Saw with Blade
","flexibility, edges, difficulty, curves, depth"
2276,"Which is longer, and thus has more [MASK], Chave de Mandril or hot glue gun
","flexibility, power, fuel, holes, friction"
2277,"Which is longer, and thus has more [MASK], Chave de Mandril or Illumination Software Creator
","flexibility, complexity, possibilities, detail, layers"
2278,"Which is longer, and thus has more [MASK], Chave de Mandril or Independent Forest Monitoring
","flexibility, difficulty, depth, curves, complexity"
2279,"Which is longer, and thus has more [MASK], Chave de Mandril or Inside and Outside Calipers
","branches, holes, foliage, flexibility, claws"
2280,"Which is longer, and thus has more [MASK], Chave de Mandril or key to amend wire
","flexibility, keys, power, options, locks"
2281,"Which is longer, and thus has more [MASK], Chave de Mandril or Kit with Chopsticks and Knife- Souvenir Trade
","accessories, decoration, sleeves, options, decorations"
2282,"Which is longer, and thus has more [MASK], Chave de Mandril or Knife for Chopstick and Knife Kit -Souvenir Trade
","options, accessories, variation, fur, variations"
2283,"Which is longer, and thus has more [MASK], Chave de Mandril or Knife for Kit with Chopsticks and Knife- Souvenir Trade
","accessories, options, decoration, flexibility, variation"
2284,"Which is longer, and thus has more [MASK], Chave de Mandril or Knipex pliers wrenches
","holes, twists, flexibility, twist, barrels"
2285,"Which is longer, and thus has more [MASK], Chave de Mandril or Laser line level
","curves, stations, tunnels, branches, lines"
2286,"Which is longer, and thus has more [MASK], Chave de Mandril or Logistics Support System
","flexibility, depth, curves, difficulty, options"
2287,"Which is longer, and thus has more [MASK], Chave de Mandril or L-shaped metal tool
","flexible, curved, slender, rounded, complicated"
2288,"Which is longer, and thus has more [MASK], Chave de Mandril or match making equipment
","flexibility, equipment, accessories, expensive, power"
2289,"Which is longer, and thus has more [MASK], Chave de Mandril or matrix screen printing
","flexibility, screens, detail, screen, transparency"
2290,"Which is longer, and thus has more [MASK], Chave de Mandril or Mesa de Torno
","inhabitants, names, streets, difficulty, tributaries"
2291,"Which is longer, and thus has more [MASK], Chave de Mandril or Mesohabitat Simulation Model
","symmetry, flexibility, complex, complexity, efficient"
2292,"Which is longer, and thus has more [MASK], Chave de Mandril or Metal tool with eye hole
","holes, aperture, diameter, flexibility, flexible"
2293,"Which is longer, and thus has more [MASK], Chave de Mandril or Noah's Ark: Ten Mezzotints by Avati
","poems, variations, variation, illustrations, music"
2294,"Which is longer, and thus has more [MASK], Chave de Mandril or open source hardware
","flexibility, complexity, functionality, hardware, options"
2295,"Which is longer, and thus has more [MASK], Chave de Mandril or Paint Box of Vizier Amenemope
","inhabitants, rooms, dimensions, room, branches"
2296,"Which is longer, and thus has more [MASK], Chave de Mandril or Pair of Chopsticks
","holes, difficulty, depth, variation, room"
2297,"Which is longer, and thus has more [MASK], Chave de Mandril or Palette in the Form of a Fish
","curves, flexibility, variation, difficulty, edges"
2298,"Which is longer, and thus has more [MASK], Chave de Mandril or Palette in the Form of a Turtle
","curves, flexibility, variation, difficulty, edges"
2299,"Which is longer, and thus has more [MASK], Chave de Mandril or pan to extend hat
","flexibility, holes, depth, width, space"
2300,"Which is longer, and thus has more [MASK], Chave de Mandril or Peça Cilíndrica Rosqueada
","depth, difficulty, inhabitants, branches, curves"
2301,"Which is longer, and thus has more [MASK], Chave de Mandril or Personal Composite Instrument
","flexibility, depth, dimensions, dimension, layers"
2302,"Which is longer, and thus has more [MASK], Chave de Mandril or Pin for Hat
","curves, flexibility, possibilities, dimensions, holes"
2303,"Which is longer, and thus has more [MASK], Chave de Mandril or plug and feather
","holes, flexibility, diameter, power, depth"
2304,"Which is longer, and thus has more [MASK], Chave de Mandril or Pointed Bone Tool
","flexibility, curves, depth, edges, dimensions"
2305,"Which is longer, and thus has more [MASK], Chave de Mandril or Press cake breakers
","flexibility, layers, holes, twists, cake"
2306,"Which is longer, and thus has more [MASK], Chave de Mandril or push button applicator
","buttons, flexibility, options, power, handles"
